brand,breadcrumbs,colour,description,image_urls,price,primary_image_url,product_id,product_name,product_url,reviews,sizes,sku
,"Home,Shop All,Tops,Nomia Ruched Zip Hoodie",Heather Grey,The Nomia Ruched Zip Hoodie reimagines comfort with a vegan cashmere-touch fabric and engineered ruching at the hem and cuffs. Bouffant sleeves and a zip-front design make this hoodie a stylish everyday staple.,"//carbon38.com/cdn/shop/files/THEO-T2512K653-GREYGRYDRK-Nomai-Ruched-Zip-Hoodie-color-Heather-Grey_12881-Edit.jpg?v=1738950198&width=1000,//carbon38.com/cdn/shop/files/THEO-T2512K653-GREYGRYDRK-Nomai-Ruched-Zip-Hoodie-color-Heather-Grey_12922-Edit.jpg?v=1738950198&width=1000,//carbon38.com/cdn/shop/files/THEO-T2512K653-GREYGRYDRK-Nomai-Ruched-Zip-Hoodie-color-Heather-Grey_12890-Edit.jpg?v=1738950198&width=1000,//carbon38.com/cdn/shop/files/THEO-T2512K653-GREYGRYDRK-Nomai-Ruched-Zip-Hoodie-color-Heather-Grey_12899-Edit.jpg?v=1738950198&width=1000,//carbon38.com/cdn/shop/files/THEO-T2512K653-GREYGRYDRK-Nomai-Ruched-Zip-Hoodie-color-Heather-Grey_12906-Edit.jpg?v=1738950198&width=1000,//carbon38.com/cdn/shop/files/THEO-T2512K653-GREYGRYDRK-Nomai-Ruched-Zip-Hoodie-color-Heather-Grey_12911-Edit.jpg?v=1738950198&width=1000,//carbon38.com/cdn/shop/files/THEO-T2512K653-GREYGRYDRK-Nomai-Ruched-Zip-Hoodie-color-Heather-Grey_12874-Edit.jpg?v=1738950198&width=1000",$234.00 USD,//carbon38.com/cdn/shop/files/THEO-T2512K653-GREYGRYDRK-Nomai-Ruched-Zip-Hoodie-color-Heather-Grey_12881-Edit.jpg?v=1738950198&width=1000,7812501864637,Nomia Ruched Zip Hoodie,https://carbon38.com/products/nomai-ruched-zip-hoodie-heather-grey,0,"XS,S,M,L,XL",THEO-T2512K653-GREYGRYDRK-XS
CARBON38,"Home,Shop All,Tops,Off Shoulder Sweatshirt in French Terry",Heather Grey,"50% cotton / 50% Modal. Machine wash cold with like colors, do not bleach, tumble dry low, do not iron","//carbon38.com/cdn/shop/files/CARB-YD615-GREY-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-Heather-Grey_63545-Edit.jpg?v=1712350695&width=1000,//carbon38.com/cdn/shop/files/CARB-YD615-GREY-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-Heather-Grey_63536-Edit.jpg?v=1712350695&width=1000,//carbon38.com/cdn/shop/files/CARB-YD615-GREY-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-Heather-Grey_63560-Edit.jpg?v=1712350695&width=1000,//carbon38.com/cdn/shop/files/CARB-YD615-GREY-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-Heather-Grey_63550-Edit.jpg?v=1712350695&width=1000,//carbon38.com/cdn/shop/files/CARB-YD615-GREY-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-Heather-Grey_63566-Edit.jpg?v=1712350695&width=1000,//carbon38.com/cdn/shop/files/CARB-YD615-GREY-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-Heather-Grey_63578-Edit.jpg?v=1712350695&width=1000,//carbon38.com/cdn/shop/products/CARB-YD615-GREY-22FAL-OffShoulderSweatshirt-in-French-Terry-color-Heather-Grey0010.jpg?v=1712350695&width=1000",$148.00 USD,//carbon38.com/cdn/shop/files/CARB-YD615-GREY-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-Heather-Grey_63545-Edit.jpg?v=1712350695&width=1000,,Off Shoulder Sweatshirt in French Terry,https://carbon38.com/products/off-shoulder-sweatshirt-7-heather-grey,0,"XS,S,M,L,XL",
CARBON38,"Home,Shop All,Tops,Long RacerBack Tank",White,"50% Cotton, 50% Modal. Machine wash cold with like colors. ","//carbon38.com/cdn/shop/files/CARB-YD335-WHT-23SS-Long-RacerBack-Tank-color-white_14201.jpg?v=1710451259&width=1000,//carbon38.com/cdn/shop/files/CARB-YD335-WHT-23SS-Long-RacerBack-Tank-color-white_1384.jpg?v=1710451259&width=1000,//carbon38.com/cdn/shop/files/CARB-YD335-WHT-23SS-Long-RacerBack-Tank-color-white_14091.jpg?v=1685656881&width=1000,//carbon38.com/cdn/shop/files/CARB-YD335-WHT-23SS-Long-RacerBack-Tank-color-white_1458.jpg?v=1685656881&width=1000,//carbon38.com/cdn/shop/files/CARB-YD335-WHT-23SS-Long-RacerBack-Tank-color-white_14202.jpg?v=1685656861&width=1000",$68.00 USD,//carbon38.com/cdn/shop/files/CARB-YD335-WHT-23SS-Long-RacerBack-Tank-color-white_14201.jpg?v=1710451259&width=1000,7441280073917,Long RacerBack Tank,https://carbon38.com/products/long-racerback-tank-white,0,"XS,S,M,L,XL",CARB-YD335-WHT-23SS-XS
CARBON38,"Home,Shop All,Tops,Short Sleeve Pocket Tee",White,50% Cotton 50% Modal. MACHINE WASH COLD W/ LIKE COLORS. DO NOT BLEACH. TUMBLE DRY LOW. ,"//carbon38.com/cdn/shop/files/CARB-YD638A-WHT-23SS-Short-Sleeve-Pocket-Tee-color-White_0158.jpg?v=1682454611&width=1000,//carbon38.com/cdn/shop/files/CARB-YD638A-WHT-23SS-Short-Sleeve-Pocket-Tee-color-White_0175.jpg?v=1682454611&width=1000,//carbon38.com/cdn/shop/files/CARB-YD638A-WHT-23SS-Short-Sleeve-Pocket-Tee-color-White_0184.jpg?v=1682454611&width=1000,//carbon38.com/cdn/shop/files/CARB-YD638A-WHT-23SS-Short-Sleeve-Pocket-Tee-color-White_0145.jpg?v=1682454611&width=1000,//carbon38.com/cdn/shop/files/CARB-YD638A-WHT-23SS-Short-Sleeve-Pocket-Tee-color-White_0190.jpg?v=1682454611&width=1000,//carbon38.com/cdn/shop/products/CARB-YD638A-WHT-23SS-Short-Sleeve-Pocket-Tee-color-White_1561.jpg?v=1682454611&width=1000,//carbon38.com/cdn/shop/products/CARB-YD638A-WHT-23SS-Short-Sleeve-Pocket-Tee-color-White_0303.jpg?v=1682454611&width=1000",$78.00 USD,//carbon38.com/cdn/shop/files/CARB-YD638A-WHT-23SS-Short-Sleeve-Pocket-Tee-color-White_0158.jpg?v=1682454611&width=1000,7441285152957,Short Sleeve Pocket Tee,https://carbon38.com/products/short-slv-pocket-tee-white,0,"XS,S,M,L,XL",CARB-YD638A-WHT-23SS-XS
PORT DE BRAS,"Home,Shop All,Tops,Elle Top",Chantilly,"To guarantee the longevity of your piece, please follow these guidelines:","//carbon38.com/cdn/shop/files/PORT-TOP-CHY-0007-IVRYOFFWHI-Elle-Top-color-Chantilly_1355-Edit.jpg?v=1713915829&width=1000,//carbon38.com/cdn/shop/files/PORT-TOP-CHY-0007-IVRYOFFWHI-Elle-Top-color-Chantilly_1347-Edit.jpg?v=1713915829&width=1000,//carbon38.com/cdn/shop/files/PORT-TOP-CHY-0007-IVRYOFFWHI-Elle-Top-color-Chantilly_1373-Edit.jpg?v=1713915772&width=1000,//carbon38.com/cdn/shop/files/PORT-TOP-CHY-0007-IVRYOFFWHI-Elle-Top-color-Chantilly_1384-Edit.jpg?v=1713915772&width=1000,//carbon38.com/cdn/shop/files/PORT-TOP-CHY-0007-IVRYOFFWHI-Elle-Top-color-Chantilly_1389-Edit.jpg?v=1713915771&width=1000",$175.00 USD,//carbon38.com/cdn/shop/files/PORT-TOP-CHY-0007-IVRYOFFWHI-Elle-Top-color-Chantilly_1355-Edit.jpg?v=1713915829&width=1000,7584673890493,Elle Top,https://carbon38.com/products/elle-top-chantilly,0,"XS,S,M,L",PORT-TOP-CHY-0007-IVRYOFFWHI-XS
ON,"Home,Shop All,Tops,Train 2-in1 Crop",White | Raspberry,"From spin class to HIIT, this crop top with additional support can handle it all. Delivers a sculpted, comfortable fit.","//carbon38.com/cdn/shop/files/On-1WF10210069-WHTPINLT-Train-2-in1-Crop-color-White-Raspberry_7356-Edit.jpg?v=1741737825&width=1000,//carbon38.com/cdn/shop/files/On-1WF10210069-WHTPINLT-Train-2-in1-Crop-color-White-Raspberry_7366-Edit.jpg?v=1741737825&width=1000,//carbon38.com/cdn/shop/files/On-1WF10210069-WHTPINLT-Train-2-in1-Crop-color-White-Raspberry_7347-Edit.jpg?v=1741737825&width=1000,//carbon38.com/cdn/shop/files/On-1WF10210069-WHTPINLT-Train-2-in1-Crop-color-White-Raspberry_7372-Edit.jpg?v=1741737811&width=1000,//carbon38.com/cdn/shop/files/On-1WF10210069-WHTPINLT-Train-2-in1-Crop-color-White-Raspberry_7374-Edit.jpg?v=1741737811&width=1000",$75.00 USD,//carbon38.com/cdn/shop/files/On-1WF10210069-WHTPINLT-Train-2-in1-Crop-color-White-Raspberry_7356-Edit.jpg?v=1741737825&width=1000,7849165947069,Train 2-in1 Crop,https://carbon38.com/products/train-2-in1-crop-white-raspberry,0,"XS,S,M,L,XL",On-1WF10210069-WHTPINLT-XS
MISSONI,"Home,Shop All,Tops,Long Cover Up",Pink/White Chevron,"The short dressing gown cover-up is an elegant choice for days at the beach or pool. With its long-sleeved design and knot fastening, it is reminiscent of the sophisticated style of a Japanese kimono. The chevron crochet knitwork adds an extra touch of light and glamour to the design.","//carbon38.com/cdn/shop/files/MISS-MS25Q15-PNKMULTI-Long-Cover-Up-color-Pink-White-Chevron-Tulle-W-Space-Dye_7627-Edit.jpg?v=1740436791&width=1000,//carbon38.com/cdn/shop/files/MISS-MS25Q15-PNKMULTI-Long-Cover-Up-color-Pink-White-Chevron-Tulle-W-Space-Dye_7671-Edit_531c18fe-3f34-4f4d-820d-4780694e0c6a.jpg?v=1740436791&width=1000,//carbon38.com/cdn/shop/files/MISS-MS25Q15-PNKMULTI-Long-Cover-Up-color-Pink-White-Chevron-Tulle-W-Space-Dye_7638-Edit.jpg?v=1740436791&width=1000,//carbon38.com/cdn/shop/files/MISS-MS25Q15-PNKMULTI-Long-Cover-Up-color-Pink-White-Chevron-Tulle-W-Space-Dye_7650-Edit.jpg?v=1740436791&width=1000,//carbon38.com/cdn/shop/files/MISS-MS25Q15-PNKMULTI-Long-Cover-Up-color-Pink-White-Chevron-Tulle-W-Space-Dye_7660-Edit.jpg?v=1740436791&width=1000,//carbon38.com/cdn/shop/files/MISS-MS25Q15-PNKMULTI-Long-Cover-Up-color-Pink-White-Chevron-Tulle-W-Space-Dye_7623-Edit_5cc59835-7319-4fb0-837e-35bd14206497.jpg?v=1740436791&width=1000","$1,260.00 USD",//carbon38.com/cdn/shop/files/MISS-MS25Q15-PNKMULTI-Long-Cover-Up-color-Pink-White-Chevron-Tulle-W-Space-Dye_7627-Edit.jpg?v=1740436791&width=1000,7821647085757,Long Cover Up,https://carbon38.com/products/long-cover-up-pink-white-chevron-tulle-w-space-dye,0,"XS,S,M,L",MISS-MS25Q15-PNKMULTI-XS
CARBON38,"Home,Shop All,Tops,Short Sleeve Ruched Front Tee",Bittersweet,50% Cotton 50% Modal,"//carbon38.com/cdn/shop/files/CARB-YD6151-RED-25SS-Short-Sleeve-Ruched-Front-Tee-color-Bittersweet_10694-Edit.jpg?v=1736981332&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6151-RED-25SS-Short-Sleeve-Ruched-Front-Tee-color-Bittersweet_10682-Edit.jpg?v=1736981332&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6151-RED-25SS-Short-Sleeve-Ruched-Front-Tee-color-Bittersweet_10700-Edit.jpg?v=1736981332&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6151-RED-25SS-Short-Sleeve-Ruched-Front-Tee-color-Bittersweet_10708-Edit.jpg?v=1736981332&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6151-RED-25SS-Short-Sleeve-Ruched-Front-Tee-color-Bittersweet_10715-Edit.jpg?v=1736981332&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6151-RED-25SS-Short-Sleeve-Ruched-Front-Tee-color-Bittersweet_10717-Edit.jpg?v=1736981332&width=1000,//carbon38.com/cdn/shop/files/RUCHE-RED-TEE_19233-Edit.jpg?v=1742401969&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6151-RED-25SS-Short-Sleeve-Ruched-Front-Tee-color-Bittersweet_6500-Edit.jpg?v=1742401969&width=1000",$75.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6151-RED-25SS-Short-Sleeve-Ruched-Front-Tee-color-Bittersweet_10694-Edit.jpg?v=1736981332&width=1000,7888947183805,Short Sleeve Ruched Front Tee,https://carbon38.com/products/ss-ruched-front-tee-bittersweet,0,"XS,S,M,L,XL",CARB-YD6151-RED-25SS-XS
HERSKIND,"Home,Shop All,Tops,Jacqui Top",Dark Grey Pinstripe,"53% Recycled Polyester Disc., 43% Virgin Wool, 4% Elastane","//carbon38.com/cdn/shop/files/HERS-5406134-GRY-24HOL-jacqui-corsage-color-dark-grey-pinstripe_33396-Edit.jpg?v=1733257307&width=1000,//carbon38.com/cdn/shop/files/HERS-5406134-GRY-24HOL-jacqui-corsage-color-dark-grey-pinstripe_33383-Edit.jpg?v=1733257307&width=1000,//carbon38.com/cdn/shop/files/HERS-5406134-GRY-24HOL-jacqui-corsage-color-dark-grey-pinstripe_33407-Edit.jpg?v=1733257307&width=1000,//carbon38.com/cdn/shop/files/HERS-5406134-GRY-24HOL-jacqui-corsage-color-dark-grey-pinstripe_33414-Edit.jpg?v=1733257307&width=1000,//carbon38.com/cdn/shop/files/HERS-5406134-GRY-24HOL-jacqui-corsage-color-dark-grey-pinstripe_33421-Edit.jpg?v=1733257307&width=1000,//carbon38.com/cdn/shop/files/HERS-5406134-GRY-24HOL-jacqui-corsage-color-dark-grey-pinstripe_33467-Edit.jpg?v=1733257307&width=1000",$398.00 USD,//carbon38.com/cdn/shop/files/HERS-5406134-GRY-24HOL-jacqui-corsage-color-dark-grey-pinstripe_33396-Edit.jpg?v=1733257307&width=1000,7892363083965,Jacqui Top,https://carbon38.com/products/jacqui-corsage-dark-grey-pinstripe,0,"32,34,36,38,40",HERS-5406134-GRY-24HOL-32
HERSKIND,"Home,Shop All,Tops,Jean Knit Top",Black,"Introducing the Jean Knit Top: A fitted knitted top with a stretchy feel for comfort. The top features ruffles at the hem, adding a bit of extra length. - Fitted knitted top - Stretchy fabric - Ruffled hem - 65% Viscose, 35% Nylon","//carbon38.com/cdn/shop/files/HERS-5464183-BLK-24HOL-jean-knit-top-color-black_33825-Edit.jpg?v=1741025543&width=1000,//carbon38.com/cdn/shop/files/HERS-5464183-BLK-24HOL-jean-knit-top-color-black_33811-Edit.jpg?v=1741025543&width=1000,//carbon38.com/cdn/shop/files/HERS-5464183-BLK-24HOL-jean-knit-top-color-black_33843-Edit.jpg?v=1741025543&width=1000,//carbon38.com/cdn/shop/files/HERS-5464183-BLK-24HOL-jean-knit-top-color-black_33845-Edit.jpg?v=1741025543&width=1000,//carbon38.com/cdn/shop/files/HERS-5464183-BLK-24HOL-jean-knit-top-color-black_33836-Edit.jpg?v=1741025543&width=1000",$234.00 USD,//carbon38.com/cdn/shop/files/HERS-5464183-BLK-24HOL-jean-knit-top-color-black_33825-Edit.jpg?v=1741025543&width=1000,7892379500733,Jean Knit Top,https://carbon38.com/products/jean-knit-top-black,0,"XS,S,M,L",HERS-5464183-BLK-24HOL-XS
CARBON38,"Home,Shop All,Tops,Front Twist Tank",Black,50% Cotton 50% Modal. MACHINE WASH COLD W/ LIKE COLORS. DO NOT BLEACH. TUMBLE DRY LOW. ,"//carbon38.com/cdn/shop/files/CARB-YD6053-BLK-23SM-Front-Twist-Tank-color-Black_25485.jpg?v=1690229946&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6053-BLK-23SM-Front-Twist-Tank-color-Black_25443.jpg?v=1700078570&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6053-BLK-23SM-Front-Twist-Tank-color-Black_25495.jpg?v=1700078570&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6053-BLK-23SM-Front-Twist-Tank-color-Black_25521.jpg?v=1700078570&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6053-BLK-23SM-Front-Twist-Tank-color-Black_27813.jpg?v=1687815992&width=1000",$68.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6053-BLK-23SM-Front-Twist-Tank-color-Black_25485.jpg?v=1690229946&width=1000,7480705646781,Front Twist Tank,https://carbon38.com/products/front-twist-tank-black,0,"XS,S,M,L,XL",CARB-YD6053-BLK-23SM-XS
CARBON38,"Home,Shop All,Tops,Mock Neck Corset Zip Top in Melt",Black,81% Nylon 19% Spandex,"//carbon38.com/cdn/shop/files/CARB-YD570-BLK-24FAL-Mock-Neck-Corset-Zip-Top-color-Black_8083-Edit.jpg?v=1724108138&width=1000,//carbon38.com/cdn/shop/files/CARB-YD570-BLK-24FAL-Mock-Neck-Corset-Zip-Top-color-Black_8089-Edit.jpg?v=1724108138&width=1000,//carbon38.com/cdn/shop/files/CARB-YD570-BLK-24FAL-Mock-Neck-Corset-Zip-Top-color-Black_8094-Edit.jpg?v=1724108138&width=1000,//carbon38.com/cdn/shop/files/CARB-YD570-BLK-24FAL-Mock-Neck-Corset-Zip-Top-color-Black_8100-Edit.jpg?v=1724108138&width=1000,//carbon38.com/cdn/shop/files/BLACK-MELT_0079-Edit.jpg?v=1746833753&width=1000,//carbon38.com/cdn/shop/files/CARB-YD570-BLK-24FAL-Mock-Neck-Corset-Zip-Top-color-Black_6835-Edit.jpg?v=1741298275&width=1000",$148.00 USD,//carbon38.com/cdn/shop/files/CARB-YD570-BLK-24FAL-Mock-Neck-Corset-Zip-Top-color-Black_8083-Edit.jpg?v=1724108138&width=1000,7758719320253,Mock Neck Corset Zip Top in Melt,https://carbon38.com/products/mock-neck-coreset-zip-top-black,0,"XS,S,M,L,XL",CARB-YD570-BLK-24FAL-XS
CARBON38,"Home,Shop All,Tops,Strappy Tank in Melt",Black,81% Nylon 19% Spandex,"//carbon38.com/cdn/shop/files/CARB-YD338-BLK-23FAL-Strappy-Tank-in-Melt-color-Black_1075.jpg?v=1689019403&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338-BLK-23FAL-Strappy-Tank-in-Melt-color-Black_1090.jpg?v=1689019403&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338-BLK-23FAL-Strappy-Tank-in-Melt-color-Black_1094.jpg?v=1689019403&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338-BLK-23FAL-Strappy-Tank-in-Melt-color-Black_1081.jpg?v=1689019403&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338-BLK-23FAL-Strappy-Tank-in-Melt-color-Black_2125.jpg?v=1689019403&width=1000,//carbon38.com/cdn/shop/files/BLACK-MELT_0079-Edit.jpg?v=1746833753&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338-BLK-23FAL-Strappy-Tank-in-Melt-color-Black_1042.jpg?v=1741299860&width=1000",$108.00 USD,//carbon38.com/cdn/shop/files/CARB-YD338-BLK-23FAL-Strappy-Tank-in-Melt-color-Black_1075.jpg?v=1689019403&width=1000,7485223469245,Strappy Tank in Melt,https://carbon38.com/products/strappy-tank-in-melt-black,0,"XS,S,M,L,XL",CARB-YD338-BLK-23FAL-XS
CARBON38,"Home,Shop All,Tops,Long Sleeve Off Shoulder Tee",Black,50% Cotton 50% Modal,"//carbon38.com/cdn/shop/files/CARB-YD6028-BLK-23FAL-Long-Sleeve-Off-Shoulder-Tee-color-Black_42663.jpg?v=1692658977&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6028-BLK-23FAL-Long-Sleeve-Off-Shoulder-Tee-color-Black_42675.jpg?v=1692658977&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6028-BLK-23FAL-Long-Sleeve-Off-Shoulder-Tee-color-Black_42680.jpg?v=1692658977&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6028-BLK-23FAL-Long-Sleeve-Off-Shoulder-Tee-color-Black_42695.jpg?v=1692658977&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6028-BLK-23FAL-Long-Sleeve-Off-Shoulder-Tee-color-Black_0287.jpg?v=1692658977&width=1000",$88.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6028-BLK-23FAL-Long-Sleeve-Off-Shoulder-Tee-color-Black_42663.jpg?v=1692658977&width=1000,,Long Sleeve Off Shoulder Tee,https://carbon38.com/products/long-sleeve-off-shoulder-tee-black,0,"XS,S,M,L,XL",
CARBON38,"Home,Shop All,Tops,Off Shoulder Sweatshirt in French Terry",BLACK,50% Cotton 50% Modal. Machine wash cold with like colors. Do not bleach. Tumble dry low. Do not iron,"//carbon38.com/cdn/shop/files/CARB-YD615-BLK-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-BLACK_2270-Edit.jpg?v=1729644899&width=1000,//carbon38.com/cdn/shop/files/CARB-YD615-BLK-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-BLACK_2295-Edit.jpg?v=1729644899&width=1000,//carbon38.com/cdn/shop/files/CARB-YD615-BLK-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-BLACK_2286-Edit.jpg?v=1729644899&width=1000,//carbon38.com/cdn/shop/files/CARB-YD615-BLK-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-BLACK_2275-Edit.jpg?v=1729644899&width=1000,//carbon38.com/cdn/shop/files/CARB-YD615-BLK-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-BLACK_2280-Edit.jpg?v=1729644899&width=1000,//carbon38.com/cdn/shop/files/CARB-YD615-BLK-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-BLACK_2254-Edit.jpg?v=1729644899&width=1000,//carbon38.com/cdn/shop/files/BLACK-FRENCH-TERRY_0134-Edit.jpg?v=1741225928&width=1000,//carbon38.com/cdn/shop/products/CARB-YD615-BLK-22HOL-OffShoulderSweatshirt-color-BLACK_884fde7a-9fd7-4b3d-805c-511a6d35b00b.jpg?v=1741225928&width=1000",$148.00 USD,//carbon38.com/cdn/shop/files/CARB-YD615-BLK-22HOL-Off-Shoulder-Sweatshirt-in-french-terry-color-BLACK_2270-Edit.jpg?v=1729644899&width=1000,,Off Shoulder Sweatshirt in French Terry,https://carbon38.com/products/off-shoulder-sweatshirt-black,0,"XS,S,M,L,XL",
EUGENIA KIM,"Home,Shop All,Tops,Venus Tank",Black,"87% Nylon, 13% Spandex","//carbon38.com/cdn/shop/files/EUGE-31525-18224-BLKBLK-Venus-color-Black_7930-Edit.jpg?v=1742576849&width=1000,//carbon38.com/cdn/shop/files/EUGE-31525-18224-BLKBLK-Venus-color-Black_7912-Edit.jpg?v=1742576849&width=1000,//carbon38.com/cdn/shop/files/EUGE-31525-18224-BLKBLK-Venus-color-Black_7948-Edit.jpg?v=1742576849&width=1000,//carbon38.com/cdn/shop/files/EUGE-31525-18224-BLKBLK-Venus-color-Black_7942-Edit.jpg?v=1742576849&width=1000,//carbon38.com/cdn/shop/files/EUGE-31525-18224-BLKBLK-Venus-color-Black_7949-Edit.jpg?v=1742576812&width=1000,//carbon38.com/cdn/shop/files/EUGE-31525-18224-BLKBLK-Venus-color-Black_7954-Edit.jpg?v=1742576811&width=1000",$105.00 USD,//carbon38.com/cdn/shop/files/EUGE-31525-18224-BLKBLK-Venus-color-Black_7930-Edit.jpg?v=1742576849&width=1000,7979009671357,Venus Tank,https://carbon38.com/products/venus-black,0,"XS,S,M,L",EUGE-31525-18224-BLKBLK-XS
MICHI,"Home,Shop All,Tops,Sway Hoodie",Black,"Boldly Strong. Beautifully Soft. When was the last time you felt powerful and cozy at the same time? Blending structure and fluidity, this is the kind of layer to dress up or down, then never want to take off. Crafted with buttery soft fluid French terry, nothing will make you happier than the versatility of this style.","//carbon38.com/cdn/shop/files/MICH-SWSW33-BLKBLK-Sway-Hoodie-color-Black_1605-Edit.jpg?v=1730161388&width=1000,//carbon38.com/cdn/shop/files/MICH-SWSW33-BLKBLK-Sway-Hoodie-color-Black_1591-Edit.jpg?v=1730161389&width=1000,//carbon38.com/cdn/shop/files/MICH-SWSW33-BLKBLK-Sway-Hoodie-color-Black_1613-Edit.jpg?v=1730161389&width=1000,//carbon38.com/cdn/shop/files/MICH-SWSW33-BLKBLK-Sway-Hoodie-color-Black_1621-Edit.jpg?v=1730161389&width=1000,//carbon38.com/cdn/shop/files/MICH-SWSW33-BLKBLK-Sway-Hoodie-color-Black_1608-Edit.jpg?v=1730161389&width=1000,//carbon38.com/cdn/shop/files/MICH-SWSW33-BLKBLK-Sway-Hoodie-color-Black_1623-Edit.jpg?v=1730161389&width=1000",$168.00 USD,//carbon38.com/cdn/shop/files/MICH-SWSW33-BLKBLK-Sway-Hoodie-color-Black_1605-Edit.jpg?v=1730161388&width=1000,7809910145213,Sway Hoodie,https://carbon38.com/products/sway-hoodie-black,0,"XS,S,M,L,XL",MICH-SWSW33-BLKBLK-XS
CARBON38,"Home,Shop All,Tops,Long Sleeve Crew Neck in Melt",Black,81% Nylon 19% Spandex,"//carbon38.com/cdn/shop/files/CARB-YD6123-BLK-24HOL-Melt-Long-Sleeve-Top-color-Black_21222-Edit.jpg?v=1727391492&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6123-BLK-24HOL-Melt-Long-Sleeve-Top-color-Black_21266-Edit.jpg?v=1727391492&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6123-BLK-24HOL-Melt-Long-Sleeve-Top-color-Black_21238-Edit.jpg?v=1727391492&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6123-BLK-24HOL-Melt-Long-Sleeve-Top-color-Black_21241-Edit.jpg?v=1727391492&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6123-BLK-24HOL-Melt-Long-Sleeve-Top-color-Black_21209-Edit.jpg?v=1727391492&width=1000,//carbon38.com/cdn/shop/files/BLACK-MELT_0079-Edit.jpg?v=1746833753&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6123-BLK-24HOL-Melt-Long-Sleeve-Top-color-Black_20825-Edit.jpg?v=1741298462&width=1000",$118.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6123-BLK-24HOL-Melt-Long-Sleeve-Top-color-Black_21222-Edit.jpg?v=1727391492&width=1000,,Long Sleeve Crew Neck in Melt,https://carbon38.com/products/melt-long-sleeve-top-black,0,"XS,S,M,L,XL",
